project_name,task_id,update_phase,task_name,baseline_end_date,actual_finish,slip_days,severity_score,change_type
Gamma,tsk-041,Update_008,Task 041,2025-08-24,2025-09-28,35.0,10.0,Initial
Gamma,tsk-041,Update_009,Task 041,2025-08-24,2025-10-28,65.0,10.0,Slipped Further
Gamma,tsk-041,Update_010,Task 041,2025-08-24,2025-10-28,65.0,10.0,No Change
Gamma,tsk-041,Update_011,Task 041,2025-08-24,2025-10-28,65.0,10.0,No Change
Gamma,tsk-041,Update_012,Task 041,2025-08-24,2025-10-28,65.0,10.0,No Change
Gamma,tsk-041,Update_013,Task 041,2025-08-24,2025-10-28,65.0,10.0,No Change
Gamma,tsk-041,Update_014,Task 041,2025-08-24,2025-10-28,65.0,10.0,No Change
Gamma,tsk-041,Update_015,Task 041,2025-08-24,2025-10-28,65.0,10.0,No Change
Gamma,tsk-042,Update_001,Task 042,2025-10-20,NA,0.0,0.0,Initial
Gamma,tsk-042,Update_002,Task 042,2025-10-20,NA,0.0,0.0,Initial
Gamma,tsk-042,Update_003,Task 042,2025-10-20,NA,0.0,0.0,Initial
Gamma,tsk-042,Update_004,Task 042,2025-10-20,2025-11-12,23.0,10.0,Initial
Gamma,tsk-042,Update_005,Task 042,2025-10-20,2025-11-12,23.0,10.0,No Change
Gamma,tsk-042,Update_006,Task 042,2025-10-20,2025-11-12,23.0,10.0,No Change
Gamma,tsk-042,Update_007,Task 042,NA,NA,0.0,0.0,Initial
Gamma,tsk-042,Update_008,Task 042,2025-10-20,2025-11-12,23.0,10.0,Initial
Gamma,tsk-042,Update_009,Task 042,2025-10-20,2025-11-12,23.0,10.0,No Change
Gamma,tsk-042,Update_010,Task 042,2025-10-20,2025-11-12,23.0,10.0,No Change
Gamma,tsk-042,Update_011,Task 042,2025-10-20,2025-11-12,23.0,10.0,No Change
Gamma,tsk-042,Update_012,Task 042,2025-10-20,2025-11-12,23.0,10.0,No Change
Gamma,tsk-042,Update_013,Task 042,2025-10-20,2025-11-12,23.0,10.0,No Change
Gamma,tsk-042,Update_014,Task 042,2025-10-20,2025-11-12,23.0,10.0,No Change
Gamma,tsk-042,Update_015,Task 042,2025-10-20,2025-11-12,23.0,10.0,No Change
Gamma,tsk-043,Update_001,Task 043,2025-02-12,NA,0.0,0.0,Initial
Gamma,tsk-043,Update_002,Task 043,2025-02-12,2025-03-06,22.0,10.0,Initial
Gamma,tsk-043,Update_003,Task 043,2025-02-12,2025-03-06,22.0,10.0,No Change
Gamma,tsk-043,Update_004,Task 043,2025-02-12,2025-03-06,22.0,10.0,No Change
Gamma,tsk-043,Update_005,Task 043,2025-02-12,2025-03-06,22.0,10.0,No Change
Gamma,tsk-043,Update_006,Task 043,2025-02-12,2025-03-06,22.0,10.0,No Change
Gamma,tsk-043,Update_007,Task 043,NA,NA,0.0,0.0,Initial
Gamma,tsk-043,Update_008,Task 043,2025-02-12,2025-03-06,22.0,10.0,Initial
Gamma,tsk-043,Update_009,Task 043,2025-02-12,2025-03-06,22.0,10.0,No Change
Gamma,tsk-043,Update_010,Task 043,2025-02-12,2025-03-06,22.0,10.0,No Change
Gamma,tsk-043,Update_011,Task 043,2025-02-12,2025-03-06,22.0,10.0,No Change
Gamma,tsk-043,Update_012,Task 043,2025-02-12,2025-03-06,22.0,10.0,No Change
Gamma,tsk-043,Update_013,Task 043,2025-02-12,2025-03-06,22.0,10.0,No Change
Gamma,tsk-043,Update_014,Task 043,2025-02-12,2025-03-06,22.0,10.0,No Change
Gamma,tsk-043,Update_015,Task 043,2025-02-12,2025-03-06,22.0,10.0,No Change
Gamma,tsk-044,Update_001,Task 044,2025-10-14,NA,0.0,0.0,Initial
Gamma,tsk-044,Update_002,Task 044,2025-10-14,2025-11-05,22.0,10.0,Initial
Gamma,tsk-044,Update_003,Task 044,2025-10-14,2025-11-05,22.0,10.0,No Change
Gamma,tsk-044,Update_004,Task 044,2025-10-14,2025-11-05,22.0,10.0,No Change
Gamma,tsk-044,Update_005,Task 044,2025-10-14,2025-11-05,22.0,10.0,No Change
Gamma,tsk-044,Update_006,Task 044,2025-10-14,2025-11-05,22.0,10.0,No Change
Gamma,tsk-044,Update_007,Task 044,NA,NA,0.0,0.0,Initial
Gamma,tsk-044,Update_008,Task 044,2025-10-14,2025-11-05,22.0,10.0,Initial
Gamma,tsk-044,Update_009,Task 044,2025-10-14,2025-11-05,22.0,10.0,No Change
Gamma,tsk-044,Update_010,Task 044,2025-10-14,2025-11-07,24.0,10.0,Slipped Further
Gamma,tsk-044,Update_011,Task 044,2025-10-14,2025-11-07,24.0,10.0,No Change
Gamma,tsk-044,Update_012,Task 044,2025-10-14,2025-11-07,24.0,10.0,No Change
Gamma,tsk-044,Update_013,Task 044,2025-10-14,2025-11-07,24.0,10.0,No Change
Gamma,tsk-044,Update_014,Task 044,2025-10-14,2025-11-07,24.0,10.0,No Change
Gamma,tsk-044,Update_015,Task 044,2025-10-14,2025-11-07,24.0,10.0,No Change
Gamma,tsk-045,Update_001,Task 045,2025-06-12,NA,0.0,0.0,Initial
Gamma,tsk-045,Update_002,Task 045,2025-06-12,NA,0.0,0.0,Initial
Gamma,tsk-045,Update_003,Task 045,2025-06-12,NA,0.0,0.0,Initial
Gamma,tsk-045,Update_004,Task 045,2025-06-12,2025-06-13,1.0,6.0,Initial
Gamma,tsk-045,Update_005,Task 045,2025-06-12,2025-06-13,1.0,6.0,No Change
Gamma,tsk-045,Update_006,Task 045,2025-06-12,2025-06-13,1.0,6.0,No Change
Gamma,tsk-045,Update_007,Task 045,NA,NA,0.0,0.0,Initial
Gamma,tsk-045,Update_008,Task 045,2025-06-12,2025-06-13,1.0,6.0,Initial
Gamma,tsk-045,Update_009,Task 045,2025-06-12,2025-06-13,1.0,6.0,No Change
Gamma,tsk-045,Update_010,Task 045,2025-06-12,2025-06-13,1.0,6.0,No Change
Gamma,tsk-045,Update_011,Task 045,2025-06-12,2025-06-13,1.0,6.0,No Change
Gamma,tsk-045,Update_012,Task 045,2025-06-12,2025-06-13,1.0,6.0,No Change
Gamma,tsk-045,Update_013,Task 045,2025-06-12,2025-06-13,1.0,6.0,No Change
Gamma,tsk-045,Update_014,Task 045,2025-06-12,2025-06-13,1.0,6.0,No Change
Gamma,tsk-045,Update_015,Task 045,2025-06-12,2025-06-13,1.0,6.0,No Change
Gamma,tsk-046,Update_001,Task 046,2025-09-13,NA,0.0,0.0,Initial
Gamma,tsk-046,Update_002,Task 046,2025-09-13,2025-10-24,41.0,10.0,Initial
Gamma,tsk-046,Update_003,Task 046,2025-09-13,2025-10-24,41.0,10.0,No Change
Gamma,tsk-046,Update_004,Task 046,2025-09-13,2025-10-24,41.0,10.0,No Change
Gamma,tsk-046,Update_005,Task 046,2025-09-13,2025-10-24,41.0,10.0,No Change
Gamma,tsk-046,Update_006,Task 046,2025-09-13,2025-10-24,41.0,10.0,No Change
Gamma,tsk-046,Update_007,Task 046,NA,NA,0.0,0.0,Initial
Gamma,tsk-046,Update_008,Task 046,2025-09-13,2025-10-24,41.0,10.0,Initial
Gamma,tsk-046,Update_009,Task 046,2025-09-13,2025-10-24,41.0,10.0,No Change
Gamma,tsk-046,Update_010,Task 046,2025-09-13,2025-10-24,41.0,10.0,No Change
Gamma,tsk-046,Update_011,Task 046,2025-09-13,2025-10-24,41.0,10.0,No Change
Gamma,tsk-046,Update_012,Task 046,2025-09-13,2025-10-24,41.0,10.0,No Change
Gamma,tsk-046,Update_013,Task 046,2025-09-13,2025-10-24,41.0,10.0,No Change
Gamma,tsk-046,Update_014,Task 046,2025-09-13,2025-10-24,41.0,10.0,No Change
Gamma,tsk-046,Update_015,Task 046,2025-09-13,2025-10-24,41.0,10.0,No Change
Gamma,tsk-047,Update_001,Task 047,2025-11-09,NA,0.0,0.0,Initial
Gamma,tsk-047,Update_002,Task 047,2025-11-09,2025-11-17,8.0,10.0,Initial
Gamma,tsk-047,Update_003,Task 047,2025-11-09,2025-11-17,8.0,10.0,No Change
Gamma,tsk-047,Update_004,Task 047,2025-11-09,2025-11-17,8.0,10.0,No Change
Gamma,tsk-047,Update_005,Task 047,2025-11-09,2025-11-17,8.0,10.0,No Change
Gamma,tsk-047,Update_006,Task 047,2025-11-09,2026-01-23,75.0,10.0,Slipped Further
Gamma,tsk-047,Update_007,Task 047,NA,NA,0.0,0.0,Initial
Gamma,tsk-047,Update_008,Task 047,2025-11-09,2026-01-23,75.0,10.0,Initial
Gamma,tsk-047,Update_009,Task 047,2025-11-09,2026-01-23,75.0,10.0,No Change
Gamma,tsk-047,Update_010,Task 047,2025-11-09,2026-01-23,75.0,10.0,No Change
Gamma,tsk-047,Update_011,Task 047,2025-11-09,2026-01-23,75.0,10.0,No Change
Gamma,tsk-047,Update_012,Task 047,2025-11-09,2026-01-23,75.0,10.0,No Change
Gamma,tsk-047,Update_013,Task 047,2025-11-09,2026-01-23,75.0,10.0,No Change
Gamma,tsk-047,Update_014,Task 047,2025-11-09,2026-01-23,75.0,10.0,No Change
Gamma,tsk-047,Update_015,Task 047,2025-11-09,2026-01-23,75.0,10.0,No Change
Gamma,tsk-048,Update_001,Task 048,2025-12-15,NA,0.0,0.0,Initial
Gamma,tsk-048,Update_002,Task 048,2025-12-15,NA,0.0,0.0,Initial
Gamma,tsk-048,Update_003,Task 048,2025-12-15,NA,0.0,0.0,Initial
Gamma,tsk-048,Update_004,Task 048,2025-12-15,2026-01-02,18.0,10.0,Initial
Gamma,tsk-048,Update_005,Task 048,2025-12-15,2026-01-02,18.0,10.0,No Change
Gamma,tsk-048,Update_006,Task 048,2025-12-15,2026-01-03,19.0,10.0,Slipped Further
Gamma,tsk-048,Update_007,Task 048,NA,NA,0.0,0.0,Initial
Gamma,tsk-048,Update_008,Task 048,2025-12-15,2026-01-03,19.0,10.0,Initial
Gamma,tsk-048,Update_009,Task 048,2025-12-15,2026-01-03,19.0,10.0,No Change
Gamma,tsk-048,Update_010,Task 048,2025-12-15,2026-01-03,19.0,10.0,No Change
Gamma,tsk-048,Update_011,Task 048,2025-12-15,2026-01-03,19.0,10.0,No Change
Gamma,tsk-048,Update_012,Task 048,2025-12-15,2026-01-03,19.0,10.0,No Change
Gamma,tsk-048,Update_013,Task 048,2025-12-15,2026-01-03,19.0,10.0,No Change
Gamma,tsk-048,Update_014,Task 048,2025-12-15,2026-01-03,19.0,10.0,No Change
Gamma,tsk-048,Update_015,Task 048,2025-12-15,2026-01-03,19.0,10.0,No Change
Gamma,tsk-049,Update_001,Task 049,2024-12-21,NA,0.0,0.0,Initial
Gamma,tsk-049,Update_002,Task 049,2024-12-21,2025-01-26,36.0,10.0,Initial
Gamma,tsk-049,Update_003,Task 049,2024-12-21,2025-02-05,46.0,10.0,Slipped Further
Gamma,tsk-049,Update_004,Task 049,2024-12-21,2025-02-05,46.0,10.0,No Change
Gamma,tsk-049,Update_005,Task 049,2024-12-21,2025-01-30,40.0,10.0,Recovered
Gamma,tsk-049,Update_006,Task 049,2024-12-21,2025-01-30,40.0,10.0,No Change
Gamma,tsk-049,Update_007,Task 049,NA,NA,0.0,0.0,Initial
Gamma,tsk-049,Update_008,Task 049,2024-12-21,2025-01-30,40.0,10.0,Initial
Gamma,tsk-049,Update_009,Task 049,2024-12-21,2025-01-30,40.0,10.0,No Change
Gamma,tsk-049,Update_010,Task 049,2024-12-21,2025-01-30,40.0,10.0,No Change
Gamma,tsk-049,Update_011,Task 049,2024-12-21,2025-01-30,40.0,10.0,No Change
Gamma,tsk-049,Update_012,Task 049,2024-12-21,2025-01-30,40.0,10.0,No Change
Gamma,tsk-049,Update_013,Task 049,2024-12-21,2025-01-30,40.0,10.0,No Change
Gamma,tsk-049,Update_014,Task 049,2024-12-21,2025-01-30,40.0,10.0,No Change
Gamma,tsk-049,Update_015,Task 049,2024-12-21,2025-01-30,40.0,10.0,No Change
Gamma,tsk-050,Update_001,Task 050,2025-03-30,NA,0.0,0.0,Initial
Gamma,tsk-050,Update_002,Task 050,2025-03-30,2025-05-13,44.0,10.0,Initial
Gamma,tsk-050,Update_003,Task 050,2025-03-30,2025-05-13,44.0,10.0,No Change
Gamma,tsk-050,Update_004,Task 050,2025-03-30,2025-05-13,44.0,10.0,No Change
Gamma,tsk-050,Update_005,Task 050,2025-03-30,2025-05-13,44.0,10.0,No Change
Gamma,tsk-050,Update_006,Task 050,2025-03-30,2025-05-13,44.0,10.0,No Change
Gamma,tsk-050,Update_007,Task 050,NA,NA,0.0,0.0,Initial
Gamma,tsk-050,Update_008,Task 050,2025-03-30,2025-05-13,44.0,10.0,Initial
Gamma,tsk-050,Update_009,Task 050,2025-03-30,2025-05-13,44.0,10.0,No Change
Gamma,tsk-050,Update_010,Task 050,2025-03-30,2025-05-13,44.0,10.0,No Change
Gamma,tsk-050,Update_011,Task 050,2025-03-30,2025-05-13,44.0,10.0,No Change
Gamma,tsk-050,Update_012,Task 050,2025-03-30,2025-05-13,44.0,10.0,No Change
Gamma,tsk-050,Update_013,Task 050,2025-03-30,2025-05-13,44.0,10.0,No Change
Gamma,tsk-050,Update_014,Task 050,2025-03-30,2025-05-08,39.0,10.0,Recovered
Gamma,tsk-050,Update_015,Task 050,2025-03-30,2025-05-08,39.0,10.0,No Change
Gamma,tsk-051,Update_001,Task 051,2025-08-08,NA,0.0,0.0,Initial
Gamma,tsk-051,Update_002,Task 051,2025-08-08,NA,0.0,0.0,Initial
Gamma,tsk-051,Update_003,Task 051,2025-08-08,NA,0.0,0.0,Initial
Gamma,tsk-051,Update_004,Task 051,2025-08-08,NA,0.0,0.0,Initial
Gamma,tsk-051,Update_005,Task 051,2025-08-08,NA,0.0,0.0,Initial
Gamma,tsk-051,Update_006,Task 051,2025-08-08,2025-08-06,-2.0,3.0,Initial
Gamma,tsk-051,Update_007,Task 051,NA,NA,0.0,0.0,Initial
Gamma,tsk-051,Update_008,Task 051,2025-08-08,2025-08-08,0.0,5.0,Initial
Gamma,tsk-051,Update_009,Task 051,2025-08-08,2025-08-11,3.0,8.0,Slipped Further
Gamma,tsk-051,Update_010,Task 051,2025-08-08,2025-08-11,3.0,8.0,No Change
Gamma,tsk-051,Update_011,Task 051,2025-08-08,2025-08-11,3.0,8.0,No Change
Gamma,tsk-051,Update_012,Task 051,2025-08-08,2025-08-11,3.0,8.0,No Change
Gamma,tsk-051,Update_013,Task 051,2025-08-08,2025-08-11,3.0,8.0,No Change
Gamma,tsk-051,Update_014,Task 051,2025-08-08,2025-08-11,3.0,8.0,No Change
Gamma,tsk-051,Update_015,Task 051,2025-08-08,2025-08-11,3.0,8.0,No Change
Gamma,tsk-052,Update_001,Task 052,2024-12-27,NA,0.0,0.0,Initial
Gamma,tsk-052,Update_002,Task 052,2024-12-27,NA,0.0,0.0,Initial
Gamma,tsk-052,Update_003,Task 052,2024-12-27,2025-02-01,36.0,10.0,Initial
Gamma,tsk-052,Update_004,Task 052,2024-12-27,2025-02-01,36.0,10.0,No Change
Gamma,tsk-052,Update_005,Task 052,2024-12-27,2025-02-01,36.0,10.0,No Change
Gamma,tsk-052,Update_006,Task 052,2024-12-27,2025-02-01,36.0,10.0,No Change
Gamma,tsk-052,Update_007,Task 052,NA,NA,0.0,0.0,Initial
Gamma,tsk-052,Update_008,Task 052,2024-12-27,2025-02-01,36.0,10.0,Initial
Gamma,tsk-052,Update_009,Task 052,2024-12-27,2025-02-01,36.0,10.0,No Change
Gamma,tsk-052,Update_010,Task 052,2024-12-27,2025-02-01,36.0,10.0,No Change
Gamma,tsk-052,Update_011,Task 052,2024-12-27,2025-02-01,36.0,10.0,No Change
Gamma,tsk-052,Update_012,Task 052,2024-12-27,2025-02-01,36.0,10.0,No Change
Gamma,tsk-052,Update_013,Task 052,2024-12-27,2025-02-01,36.0,10.0,No Change
Gamma,tsk-052,Update_014,Task 052,2024-12-27,2025-02-01,36.0,10.0,No Change
Gamma,tsk-052,Update_015,Task 052,2024-12-27,2025-02-01,36.0,10.0,No Change
Gamma,tsk-053,Update_001,Task 053,2025-06-28,NA,0.0,0.0,Initial
Gamma,tsk-053,Update_002,Task 053,2025-06-28,2025-07-18,20.0,10.0,Initial
Gamma,tsk-053,Update_003,Task 053,2025-06-28,2025-07-18,20.0,10.0,No Change
Gamma,tsk-053,Update_004,Task 053,2025-06-28,2025-07-24,26.0,10.0,Slipped Further
Gamma,tsk-053,Update_005,Task 053,2025-06-28,2025-07-24,26.0,10.0,No Change
Gamma,tsk-053,Update_006,Task 053,2025-06-28,2025-07-24,26.0,10.0,No Change
Gamma,tsk-053,Update_007,Task 053,NA,NA,0.0,0.0,Initial
Gamma,tsk-053,Update_008,Task 053,2025-06-28,2025-07-24,26.0,10.0,Initial
Gamma,tsk-053,Update_009,Task 053,2025-06-28,2025-07-24,26.0,10.0,No Change
Gamma,tsk-053,Update_010,Task 053,2025-06-28,2025-07-24,26.0,10.0,No Change
Gamma,tsk-053,Update_011,Task 053,2025-06-28,2025-07-24,26.0,10.0,No Change
Gamma,tsk-053,Update_012,Task 053,2025-06-28,2025-07-31,33.0,10.0,Slipped Further
Gamma,tsk-053,Update_013,Task 053,2025-06-28,2025-07-31,33.0,10.0,No Change
Gamma,tsk-053,Update_014,Task 053,2025-06-28,2025-07-31,33.0,10.0,No Change
Gamma,tsk-053,Update_015,Task 053,2025-06-28,2025-07-31,33.0,10.0,No Change
Gamma,tsk-054,Update_001,Task 054,2025-01-31,NA,0.0,0.0,Initial
Gamma,tsk-054,Update_002,Task 054,2025-01-31,2025-03-14,42.0,10.0,Initial
Gamma,tsk-054,Update_003,Task 054,2025-01-31,2025-03-14,42.0,10.0,No Change
Gamma,tsk-054,Update_004,Task 054,2025-01-31,2025-05-24,113.0,10.0,Slipped Further
Gamma,tsk-054,Update_005,Task 054,2025-01-31,2025-05-24,113.0,10.0,No Change
Gamma,tsk-054,Update_006,Task 054,2025-01-31,2025-05-24,113.0,10.0,No Change
Gamma,tsk-054,Update_007,Task 054,NA,NA,0.0,0.0,Initial
Gamma,tsk-054,Update_008,Task 054,2025-01-31,2025-05-24,113.0,10.0,Initial
Gamma,tsk-054,Update_009,Task 054,2025-01-31,2025-05-24,113.0,10.0,No Change
Gamma,tsk-054,Update_010,Task 054,2025-01-31,2025-05-24,113.0,10.0,No Change
Gamma,tsk-054,Update_011,Task 054,2025-01-31,2025-05-24,113.0,10.0,No Change
Gamma,tsk-054,Update_012,Task 054,2025-01-31,2025-05-24,113.0,10.0,No Change
Gamma,tsk-054,Update_013,Task 054,2025-01-31,2025-05-24,113.0,10.0,No Change
Gamma,tsk-054,Update_014,Task 054,2025-01-31,2025-05-24,113.0,10.0,No Change
Gamma,tsk-054,Update_015,Task 054,2025-01-31,2025-05-24,113.0,10.0,No Change
Gamma,tsk-055,Update_001,Task 055,2025-11-01,NA,0.0,0.0,Initial
Gamma,tsk-055,Update_002,Task 055,2025-11-01,NA,0.0,0.0,Initial
Gamma,tsk-055,Update_003,Task 055,2025-11-01,NA,0.0,0.0,Initial
Gamma,tsk-055,Update_004,Task 055,2025-11-01,NA,0.0,0.0,Initial
Gamma,tsk-055,Update_005,Task 055,2025-11-01,NA,0.0,0.0,Initial
Gamma,tsk-055,Update_006,Task 055,2025-11-01,NA,0.0,0.0,Initial
Gamma,tsk-055,Update_007,Task 055,NA,NA,0.0,0.0,Initial
Gamma,tsk-055,Update_008,Task 055,2025-11-01,2025-12-27,56.0,10.0,Initial
Gamma,tsk-055,Update_009,Task 055,2025-11-01,2025-12-27,56.0,10.0,No Change
Gamma,tsk-055,Update_010,Task 055,2025-11-01,2025-12-27,56.0,10.0,No Change
Gamma,tsk-055,Update_011,Task 055,2025-11-01,2025-12-27,56.0,10.0,No Change
Gamma,tsk-055,Update_012,Task 055,2025-11-01,2025-12-27,56.0,10.0,No Change
Gamma,tsk-055,Update_013,Task 055,2025-11-01,2025-12-27,56.0,10.0,No Change
Gamma,tsk-055,Update_014,Task 055,2025-11-01,2025-12-27,56.0,10.0,No Change
Gamma,tsk-055,Update_015,Task 055,2025-11-01,2025-12-27,56.0,10.0,No Change
Gamma,tsk-056,Update_001,Task 056,2025-10-11,2025-10-26,15.0,10.0,Initial
Gamma,tsk-056,Update_002,Task 056,2025-10-11,2025-10-26,15.0,10.0,No Change
Gamma,tsk-056,Update_003,Task 056,2025-10-11,2025-10-26,15.0,10.0,No Change
Gamma,tsk-056,Update_004,Task 056,2025-10-11,2025-10-26,15.0,10.0,No Change
Gamma,tsk-056,Update_005,Task 056,2025-10-11,2025-10-26,15.0,10.0,No Change
Gamma,tsk-056,Update_006,Task 056,2025-10-11,2025-10-26,15.0,10.0,No Change
Gamma,tsk-056,Update_007,Task 056,NA,NA,0.0,0.0,Initial
Gamma,tsk-056,Update_008,Task 056,2025-10-11,2025-11-24,44.0,10.0,Initial
Gamma,tsk-056,Update_009,Task 056,2025-10-11,2025-11-24,44.0,10.0,No Change
Gamma,tsk-056,Update_010,Task 056,2025-10-11,2025-11-24,44.0,10.0,No Change
Gamma,tsk-056,Update_011,Task 056,2025-10-11,2025-11-24,44.0,10.0,No Change
Gamma,tsk-056,Update_012,Task 056,2025-10-11,2025-11-24,44.0,10.0,No Change
Gamma,tsk-056,Update_013,Task 056,2025-10-11,2025-11-24,44.0,10.0,No Change
Gamma,tsk-056,Update_014,Task 056,2025-10-11,2025-11-24,44.0,10.0,No Change
Gamma,tsk-056,Update_015,Task 056,2025-10-11,2025-11-24,44.0,10.0,No Change
Gamma,tsk-057,Update_001,Task 057,2025-06-08,NA,0.0,0.0,Initial
Gamma,tsk-057,Update_002,Task 057,2025-06-08,NA,0.0,0.0,Initial
Gamma,tsk-057,Update_003,Task 057,2025-06-08,2025-07-18,40.0,10.0,Initial
Gamma,tsk-057,Update_004,Task 057,2025-06-08,2025-07-18,40.0,10.0,No Change
Gamma,tsk-057,Update_005,Task 057,2025-06-08,2025-07-18,40.0,10.0,No Change
Gamma,tsk-057,Update_006,Task 057,2025-06-08,2025-07-18,40.0,10.0,No Change
Gamma,tsk-057,Update_007,Task 057,NA,NA,0.0,0.0,Initial
Gamma,tsk-057,Update_008,Task 057,2025-06-08,2025-07-18,40.0,10.0,Initial
Gamma,tsk-057,Update_009,Task 057,2025-06-08,2025-07-18,40.0,10.0,No Change
Gamma,tsk-057,Update_010,Task 057,2025-06-08,2025-07-18,40.0,10.0,No Change
Gamma,tsk-057,Update_011,Task 057,2025-06-08,2025-07-18,40.0,10.0,No Change
Gamma,tsk-057,Update_012,Task 057,2025-06-08,2025-07-18,40.0,10.0,No Change
Gamma,tsk-057,Update_013,Task 057,2025-06-08,2025-07-18,40.0,10.0,No Change
Gamma,tsk-057,Update_014,Task 057,2025-06-08,2025-07-18,40.0,10.0,No Change
Gamma,tsk-057,Update_015,Task 057,2025-06-08,2025-07-18,40.0,10.0,No Change
Gamma,tsk-058,Update_001,Task 058,2025-02-25,NA,0.0,0.0,Initial
Gamma,tsk-058,Update_002,Task 058,2025-02-25,NA,0.0,0.0,Initial
Gamma,tsk-058,Update_003,Task 058,2025-02-25,NA,0.0,0.0,Initial
Gamma,tsk-058,Update_004,Task 058,2025-02-25,2025-02-27,2.0,2.0,Initial
Gamma,tsk-058,Update_005,Task 058,2025-02-25,2025-02-27,2.0,2.0,No Change
Gamma,tsk-058,Update_006,Task 058,2025-02-25,2025-02-27,2.0,2.0,No Change
Gamma,tsk-058,Update_007,Task 058,NA,NA,0.0,0.0,Initial
Gamma,tsk-058,Update_008,Task 058,2025-02-25,2025-02-27,2.0,2.0,Initial
Gamma,tsk-058,Update_009,Task 058,2025-02-25,2025-02-27,2.0,2.0,No Change
Gamma,tsk-058,Update_010,Task 058,2025-02-25,2025-02-27,2.0,2.0,No Change
Gamma,tsk-058,Update_011,Task 058,2025-02-25,2025-02-27,2.0,2.0,No Change
Gamma,tsk-058,Update_012,Task 058,2025-02-25,2025-02-27,2.0,2.0,No Change
Gamma,tsk-058,Update_013,Task 058,2025-02-25,2025-02-27,2.0,2.0,No Change
Gamma,tsk-058,Update_014,Task 058,2025-02-25,2025-02-27,2.0,2.0,No Change
Gamma,tsk-058,Update_015,Task 058,2025-02-25,2025-02-27,2.0,2.0,No Change
Gamma,tsk-059,Update_001,Task 059,2025-06-19,NA,0.0,0.0,Initial
Gamma,tsk-059,Update_002,Task 059,2025-06-19,NA,0.0,0.0,Initial
Gamma,tsk-059,Update_003,Task 059,2025-06-19,NA,0.0,0.0,Initial
Gamma,tsk-059,Update_004,Task 059,2025-06-19,2025-06-01,-18.0,0.0,Initial
Gamma,tsk-059,Update_005,Task 059,2025-06-19,2025-06-01,-18.0,0.0,No Change
Gamma,tsk-059,Update_006,Task 059,2025-06-19,2025-06-01,-18.0,0.0,No Change
Gamma,tsk-059,Update_007,Task 059,NA,NA,0.0,0.0,Initial
Gamma,tsk-059,Update_008,Task 059,2025-06-19,2025-06-01,-18.0,0.0,Initial
Gamma,tsk-059,Update_009,Task 059,2025-06-19,2025-06-01,-18.0,0.0,No Change
Gamma,tsk-059,Update_010,Task 059,2025-06-19,2025-06-01,-18.0,0.0,No Change
Gamma,tsk-059,Update_011,Task 059,2025-06-19,2025-06-01,-18.0,0.0,No Change
Gamma,tsk-059,Update_012,Task 059,2025-06-19,2025-06-01,-18.0,0.0,No Change
Gamma,tsk-059,Update_013,Task 059,2025-06-19,2025-06-01,-18.0,0.0,No Change
Gamma,tsk-059,Update_014,Task 059,2025-06-19,2025-06-01,-18.0,0.0,No Change
Gamma,tsk-059,Update_015,Task 059,2025-06-19,2025-06-01,-18.0,0.0,No Change
Gamma,tsk-060,Update_001,Task 060,2025-04-20,NA,0.0,0.0,Initial
Gamma,tsk-060,Update_002,Task 060,2025-04-20,NA,0.0,0.0,Initial
Gamma,tsk-060,Update_003,Task 060,2025-04-20,2025-06-04,45.0,10.0,Initial
Gamma,tsk-060,Update_004,Task 060,2025-04-20,2025-06-04,45.0,10.0,No Change
Gamma,tsk-060,Update_005,Task 060,2025-04-20,2025-06-04,45.0,10.0,No Change
Gamma,tsk-060,Update_006,Task 060,2025-04-20,2025-06-04,45.0,10.0,No Change
Gamma,tsk-060,Update_007,Task 060,NA,NA,0.0,0.0,Initial
Gamma,tsk-060,Update_008,Task 060,2025-04-20,2025-06-04,45.0,10.0,Initial
Gamma,tsk-060,Update_009,Task 060,2025-04-20,2025-06-04,45.0,10.0,No Change
Gamma,tsk-060,Update_010,Task 060,2025-04-20,2025-06-04,45.0,10.0,No Change
Gamma,tsk-060,Update_011,Task 060,2025-04-20,2025-06-04,45.0,10.0,No Change
Gamma,tsk-060,Update_012,Task 060,2025-04-20,2025-06-04,45.0,10.0,No Change
Gamma,tsk-060,Update_013,Task 060,2025-04-20,2025-06-04,45.0,10.0,No Change
Gamma,tsk-060,Update_014,Task 060,2025-04-20,2025-06-04,45.0,10.0,No Change
Gamma,tsk-060,Update_015,Task 060,2025-04-20,2025-06-04,45.0,10.0,No Change
Gamma,tsk-061,Update_001,Task 061,2025-12-15,NA,0.0,0.0,Initial
Gamma,tsk-061,Update_002,Task 061,2025-12-15,2025-12-31,16.0,10.0,Initial
Gamma,tsk-061,Update_003,Task 061,2025-12-15,2025-12-31,16.0,10.0,No Change
Gamma,tsk-061,Update_004,Task 061,2025-12-15,2025-12-31,16.0,10.0,No Change
Gamma,tsk-061,Update_005,Task 061,2025-12-15,2025-12-31,16.0,10.0,No Change
Gamma,tsk-061,Update_006,Task 061,2025-12-15,2026-02-02,49.0,10.0,Slipped Further
Gamma,tsk-061,Update_007,Task 061,NA,NA,0.0,0.0,Initial
Gamma,tsk-061,Update_008,Task 061,2025-12-15,2026-02-02,49.0,10.0,Initial
Gamma,tsk-061,Update_009,Task 061,2025-12-15,2026-02-02,49.0,10.0,No Change
